Customer_ID,Age,Gender,City,Customer_Segment,Signup_Date
CUS105306,41,Female,Kolkata,New,2023-08-19
CUS102375,59,Female,Chennai,New,2024-04-14
CUS102929,23,Female,Mumbai,New,2024-07-27
CUS103783,52,Female,Chennai,Returning,2025-04-09
CUS105198,19,Female,Bengaluru,New,2023-06-22
CUS103412,51,Female,Chennai,Returning,2024-08-07
CUS102542,33,Female,Chennai,Loyal,2024-03-27
CUS105263,50,Female,Chennai,New,2023-03-10
CUS102697,58,Female,Chennai,New,2023-04-13
CUS100347,61,Female,Hyderabad,Loyal,2025-02-10
CUS107912,65,Female,Pune,New,2023-08-12
CUS106876,50,Female,Delhi,New,2023-02-09
CUS100333,56,Female,Pune,High Value,2023-09-01
CUS104947,51,Female,Ahmedabad,Returning,2024-08-23
CUS102304,56,Female,Pune,New,2024-02-15
CUS107563,44,Female,Chennai,Returning,2023-09-21
CUS107256,37,Female,Hyderabad,Returning,2024-01-22
CUS103080,37,Male,Hyderabad,Returning,2023-08-20
CUS107175,41,Female,Delhi,New,2023-12-28
CUS106329,20,Other,Chennai,Loyal,2023-10-16
CUS107684,32,Male,Kolkata,Returning,2023-07-12
CUS103794,27,Male,Ahmedabad,New,2024-05-16
CUS102664,29,Female,Bengaluru,New,2023-08-27
CUS100746,23,Female,Kolkata,Returning,2023-06-23
CUS101563,40,Female,Mumbai,New,2025-03-22
CUS106392,28,Female,Ahmedabad,Returning,2024-12-18
CUS107709,35,Male,Mumbai,New,2024-10-21
CUS103518,63,Female,Mumbai,Returning,2023-07-15
CUS104385,44,Male,Pune,High Value,2023-09-06
CUS102024,51,Male,Mumbai,Returning,2025-05-20
CUS102569,53,Male,Mumbai,New,2023-07-11
CUS102908,37,Male,Kolkata,High Value,2025-02-04
CUS104325,36,Male,Hyderabad,New,2024-11-25
CUS102439,62,Female,Bengaluru,Loyal,2025-06-02
CUS105440,18,Male,Delhi,Returning,2024-10-02
CUS105908,35,Male,Pune,New,2024-07-18
CUS103340,52,Male,Pune,New,2025-04-01
CUS104166,46,Male,Delhi,Returning,2024-05-26
CUS103044,55,Female,Bengaluru,New,2024-03-18
CUS100259,37,Female,Kolkata,Returning,2023-05-06
CUS106948,38,Male,Mumbai,Returning,2023-12-20
CUS100380,55,Male,Delhi,New,2024-01-18
CUS104104,55,Male,Hyderabad,Loyal,2024-07-17
CUS102689,34,Other,Hyderabad,New,2024-12-23
CUS101912,27,Female,Delhi,Returning,2023-01-02
CUS107023,50,Male,Bengaluru,New,2023-02-02
CUS100599,42,Female,Kolkata,New,2023-08-11
CUS100045,58,Female,Chennai,New,2024-06-24
CUS101444,20,Female,Ahmedabad,Returning,2023-03-14
CUS101652,62,Male,Kolkata,New,2023-11-17
CUS106627,36,Female,Bengaluru,Returning,2023-02-10
CUS101893,65,Female,Delhi,Returning,2024-10-31
CUS103055,64,Female,Ahmedabad,Loyal,2024-12-31
CUS107814,41,Male,Mumbai,High Value,2024-12-10
CUS107846,28,Male,Pune,New,2023-09-04
CUS106336,57,Male,Hyderabad,New,2024-07-11
CUS101966,52,Female,Hyderabad,Loyal,2023-10-20
CUS105923,45,Female,Kolkata,Loyal,2023-02-15
CUS102829,61,Female,Kolkata,Returning,2023-09-29
CUS103296,33,Male,Ahmedabad,High Value,2024-05-23
CUS101600,23,Male,Ahmedabad,Returning,2023-06-03
CUS106698,38,Female,Kolkata,Loyal,2024-04-30
CUS107806,50,Male,Bengaluru,Returning,2023-10-15
CUS106358,46,Male,Hyderabad,New,2025-01-10
CUS105154,54,Female,Chennai,Returning,2023-05-28
CUS103026,22,Male,Hyderabad,High Value,2023-10-31
CUS107320,50,Female,Bengaluru,New,2024-08-16
CUS100426,61,Male,Hyderabad,New,2024-01-12
CUS100410,31,Male,Ahmedabad,Loyal,2023-03-05
CUS106854,49,Female,Ahmedabad,New,2024-11-15
CUS102579,41,Female,Mumbai,New,2024-09-13
CUS102968,34,Female,Delhi,New,2025-06-10
CUS103016,43,Male,Ahmedabad,New,2025-06-14
CUS102842,41,Female,Hyderabad,Returning,2023-10-25
CUS100210,29,Male,Chennai,New,2024-12-04
CUS106843,24,Female,Hyderabad,New,2025-03-21
CUS107961,22,Male,Ahmedabad,Returning,2025-06-12
CUS107756,31,Other,Chennai,Returning,2023-06-27
CUS105736,60,Female,Pune,New,2024-01-14
CUS101049,33,Female,Delhi,New,2024-10-12
CUS103187,62,Male,Hyderabad,New,2024-10-27
CUS106816,59,Female,Bengaluru,Returning,2024-06-30
CUS103018,56,Female,Pune,Loyal,2024-02-16
CUS101972,54,Male,Hyderabad,High Value,2024-09-11
CUS101499,45,Male,Kolkata,Returning,2024-12-22
CUS101109,46,Male,Bengaluru,Loyal,2024-11-05
CUS105044,24,Female,Chennai,New,2025-05-06
CUS100652,51,Male,Mumbai,New,2025-01-18
CUS105327,49,Female,Ahmedabad,Loyal,2023-10-05
CUS106962,65,Male,Kolkata,New,2023-05-01
CUS101795,42,Male,Delhi,Returning,2023-10-08
CUS101702,54,Male,Pune,Returning,2024-04-30
CUS107032,26,Male,Delhi,Loyal,2023-01-09
CUS104706,48,Male,Bengaluru,High Value,2024-03-17
CUS101498,64,Male,Ahmedabad,Loyal,2024-04-10
CUS104339,48,Female,Chennai,New,2024-11-02
CUS106225,32,Male,Ahmedabad,Returning,2024-08-17
CUS106531,25,Male,Ahmedabad,High Value,2024-05-28
CUS105404,52,Male,Mumbai,New,2023-04-19
CUS102628,41,Female,Hyderabad,Loyal,2024-10-14
CUS100705,29,Female,Delhi,New,2024-09-16
CUS101872,62,Male,Mumbai,High Value,2023-04-07
CUS105151,48,Male,Hyderabad,Returning,2023-10-08
CUS103011,20,Female,Delhi,New,2024-05-01
CUS105328,43,Male,Delhi,New,2025-05-14
CUS105033,47,Female,Ahmedabad,New,2023-01-23
CUS104377,36,Male,Kolkata,New,2025-05-19
CUS105705,64,Female,Ahmedabad,New,2023-02-10
CUS100565,32,Male,Mumbai,Returning,2024-11-08
CUS105332,22,Female,Delhi,New,2025-06-14
CUS103199,58,Male,Ahmedabad,New,2024-12-31
CUS105314,45,Male,Mumbai,New,2025-03-28
CUS100640,22,Female,Pune,Loyal,2024-04-28
CUS105128,31,Female,Chennai,New,2024-07-27
CUS106399,39,Female,Bengaluru,New,2024-11-03
CUS103101,35,Female,Bengaluru,Returning,2023-03-01
CUS107462,40,Male,Pune,New,2023-10-27
CUS101964,27,Female,Mumbai,Returning,2024-03-15
CUS105432,22,Other,Bengaluru,New,2024-04-14
CUS105050,21,Female,Pune,Returning,2023-12-07
CUS100325,25,Male,Chennai,Returning,2023-08-05
CUS105292,63,Female,Bengaluru,Returning,2023-01-21
CUS102884,27,Female,Pune,Returning,2024-09-13
CUS102481,26,Other,Bengaluru,Returning,2024-12-02
CUS105427,41,Female,Pune,New,2025-06-13
CUS104678,43,Female,Chennai,New,2024-02-12
CUS104483,22,Female,Hyderabad,Loyal,2024-01-01
CUS107693,32,Male,Pune,Returning,2023-04-04
CUS102523,47,Male,Ahmedabad,High Value,2024-08-24
CUS100864,36,Female,Mumbai,New,2024-09-04
CUS106074,38,Female,Pune,Loyal,2024-10-24
CUS106939,47,Female,Chennai,Loyal,2024-01-03
CUS107381,64,Female,Pune,Loyal,2024-04-28
CUS105365,54,Female,Chennai,Returning,2024-07-05
CUS100371,19,Male,Mumbai,New,2023-08-04
CUS106524,21,Male,Delhi,New,2023-12-17
CUS104119,63,Male,Chennai,Returning,2024-12-07
CUS106476,56,Female,Mumbai,New,2024-10-23
CUS103717,23,Male,Pune,Returning,2024-11-13
CUS105809,60,Female,Kolkata,Loyal,2023-03-25
CUS106562,38,Female,Hyderabad,Loyal,2025-02-02
CUS107864,18,Female,Hyderabad,New,2024-01-22
CUS101360,35,Female,Chennai,Returning,2023-05-09
CUS100911,39,Female,Bengaluru,New,2023-01-09
CUS102513,45,Male,Mumbai,Returning,2023-11-17
CUS105459,24,Female,Mumbai,Returning,2023-03-12
CUS103107,28,Male,Chennai,New,2023-10-14
CUS107992,18,Male,Ahmedabad,Returning,2025-01-16
CUS100964,31,Female,Ahmedabad,New,2024-08-26
CUS101423,23,Male,Mumbai,High Value,2024-08-29
CUS100122,65,Male,Kolkata,New,2025-03-09
CUS100479,59,Male,Ahmedabad,New,2023-09-14
CUS100662,39,Male,Pune,Returning,2024-02-14
CUS102229,63,Male,Delhi,Loyal,2024-09-02
CUS104450,46,Female,Kolkata,New,2024-04-29
CUS105347,46,Female,Chennai,Returning,2024-10-16
CUS102691,33,Male,Hyderabad,Loyal,2023-08-02
CUS100439,40,Female,Bengaluru,High Value,2024-09-07
CUS101379,20,Male,Chennai,New,2023-01-25
CUS101443,37,Male,Pune,Loyal,2023-04-11
CUS104490,54,Male,Mumbai,High Value,2024-07-12
CUS101477,59,Female,Delhi,New,2025-04-09
CUS101173,42,Male,Hyderabad,Returning,2023-03-29
CUS104824,27,Female,Mumbai,Returning,2023-04-10
CUS103994,24,Female,Hyderabad,Returning,2025-05-13
CUS105610,39,Male,Hyderabad,Loyal,2023-03-28
CUS104296,26,Female,Mumbai,Loyal,2024-03-31
CUS104489,28,Male,Mumbai,Loyal,2024-03-11
CUS100279,35,Female,Hyderabad,Returning,2025-04-24
CUS107187,42,Female,Pune,New,2023-10-28
CUS106597,56,Female,Kolkata,New,2023-11-15
CUS104740,47,Female,Chennai,Returning,2024-12-24
CUS101101,29,Female,Delhi,High Value,2024-04-06
CUS107890,47,Male,Delhi,Returning,2023-05-20
CUS101694,44,Male,Kolkata,Returning,2025-03-25
CUS104267,40,Female,Bengaluru,High Value,2024-08-15
CUS106442,40,Male,Delhi,Loyal,2023-03-29
CUS106108,30,Male,Chennai,New,2023-10-15
CUS100577,59,Female,Chennai,New,2023-05-20
CUS100059,43,Male,Bengaluru,Loyal,2024-11-16
CUS100787,54,Female,Chennai,Returning,2025-02-04
CUS105678,32,Male,Hyderabad,New,2023-02-12
CUS102252,29,Female,Ahmedabad,Returning,2023-09-20
CUS105241,65,Female,Mumbai,Returning,2023-03-16
CUS106920,49,Female,Chennai,New,2023-02-27
CUS103467,58,Female,Kolkata,Returning,2025-04-06
CUS104870,37,Male,Bengaluru,High Value,2025-01-12
CUS103898,62,Female,Ahmedabad,New,2023-08-21
CUS102338,22,Female,Hyderabad,Returning,2024-11-26
CUS103849,28,Female,Ahmedabad,Returning,2024-08-16
CUS107528,52,Male,Chennai,New,2025-04-30
CUS106004,43,Male,Hyderabad,New,2023-10-22
CUS107589,58,Female,Chennai,New,2024-10-28
CUS106954,56,Female,Ahmedabad,New,2023-03-15
CUS100184,29,Male,Ahmedabad,Loyal,2024-05-25
CUS103065,31,Other,Bengaluru,Returning,2023-01-28
CUS103698,23,Female,Ahmedabad,Loyal,2023-11-18
CUS100420,43,Male,Delhi,High Value,2023-05-15
CUS100553,60,Male,Kolkata,New,2024-03-10
CUS101397,26,Male,Pune,Returning,2024-05-21
CUS107334,50,Female,Bengaluru,Returning,2025-02-11
CUS102522,25,Male,Chennai,Returning,2023-03-01
CUS106501,28,Male,Chennai,Returning,2025-06-15
CUS101760,39,Male,Hyderabad,Loyal,2023-05-18
CUS105749,32,Male,Pune,Loyal,2025-04-26
CUS100297,54,Male,Pune,Returning,2025-03-07
CUS100443,25,Male,Hyderabad,New,2025-05-02
CUS104603,38,Female,Bengaluru,Returning,2024-01-15
CUS101119,26,Female,Bengaluru,New,2025-01-14
CUS102802,45,Female,Bengaluru,New,2024-09-18
CUS102580,44,Male,Kolkata,New,2023-01-27
CUS101921,50,Female,Ahmedabad,New,2025-06-05
CUS100655,56,Other,Chennai,Loyal,2023-05-21
CUS102316,39,Male,Hyderabad,Returning,2024-10-21
CUS105673,18,Female,Kolkata,Loyal,2024-02-01
CUS104092,59,Male,Delhi,New,2025-01-02
CUS104350,64,Female,Chennai,Returning,2023-11-12
CUS106791,30,Female,Mumbai,High Value,2023-09-29
CUS102436,26,Female,Ahmedabad,New,2025-02-15
CUS106572,31,Male,Hyderabad,Returning,2025-06-05
CUS102260,43,Male,Hyderabad,New,2023-07-25
CUS100558,26,Female,Kolkata,Loyal,2025-04-08
CUS106900,60,Male,Kolkata,New,2023-05-18
CUS101371,60,Male,Delhi,Loyal,2025-06-04
CUS100907,28,Male,Pune,New,2023-01-16
CUS103949,29,Female,Hyderabad,Returning,2025-03-28
CUS101433,54,Other,Bengaluru,Loyal,2023-01-29
CUS106533,49,Male,Ahmedabad,New,2024-09-30
CUS104523,41,Female,Chennai,Returning,2023-10-16
CUS103217,54,Male,Chennai,New,2024-10-03
CUS106118,29,Male,Hyderabad,Returning,2024-08-25
CUS106774,53,Male,Kolkata,Loyal,2023-08-06
CUS100926,38,Female,Delhi,New,2023-10-25
CUS103350,62,Female,Delhi,Returning,2024-07-29
CUS100015,21,Female,Pune,New,2023-09-17
CUS107422,31,Female,Ahmedabad,Returning,2024-04-07
CUS106142,37,Female,Chennai,Returning,2023-06-25
CUS104411,55,Female,Ahmedabad,High Value,2023-06-22
CUS105850,22,Female,Delhi,New,2023-03-20
CUS101161,49,Male,Pune,High Value,2023-05-15
CUS103509,32,Female,Bengaluru,Returning,2025-02-12
CUS105517,41,Male,Mumbai,Loyal,2024-02-19
CUS103003,55,Other,Ahmedabad,Returning,2023-09-01
CUS105403,45,Female,Ahmedabad,Returning,2023-06-05
CUS104586,27,Male,Mumbai,Loyal,2025-02-08
CUS102272,23,Male,Chennai,High Value,2023-05-12
CUS101362,18,Male,Kolkata,High Value,2025-04-17
CUS101212,29,Female,Bengaluru,High Value,2023-12-24
CUS101876,22,Male,Hyderabad,New,2024-10-29
CUS102531,50,Male,Mumbai,High Value,2023-08-29
CUS103182,31,Male,Mumbai,New,2024-02-19
CUS106378,22,Female,Pune,New,2023-04-18
CUS103213,22,Female,Delhi,High Value,2023-04-11
CUS101170,42,Female,Kolkata,High Value,2024-07-25
CUS100579,30,Female,Pune,Loyal,2025-04-17
CUS102182,53,Male,Delhi,Loyal,2024-09-04
CUS102845,45,Female,Kolkata,Loyal,2025-03-30
CUS102312,56,Female,Delhi,Returning,2024-03-23
CUS101833,28,Female,Pune,Returning,2025-01-04
CUS103770,62,Female,Ahmedabad,New,2024-12-16
CUS101859,26,Female,Pune,Returning,2024-12-13
CUS102650,52,Female,Hyderabad,High Value,2024-03-11
CUS103539,61,Other,Delhi,New,2024-09-26
CUS104301,63,Male,Kolkata,New,2023-10-29
CUS107468,22,Female,Pune,New,2025-04-23
CUS106078,25,Female,Delhi,New,2024-06-17
CUS100387,36,Female,Ahmedabad,New,2024-05-25
CUS105244,63,Female,Mumbai,Loyal,2024-05-24
CUS101032,61,Female,Ahmedabad,Returning,2023-05-26
CUS105521,63,Female,Mumbai,New,2024-02-14
CUS107068,22,Male,Pune,Returning,2024-02-02
CUS107978,65,Male,Mumbai,Loyal,2024-05-13
CUS104639,39,Male,Bengaluru,Loyal,2024-09-29
CUS105054,49,Female,Ahmedabad,Returning,2025-01-29
CUS100931,36,Male,Hyderabad,New,2024-03-28
CUS104252,36,Male,Delhi,Loyal,2023-12-21
CUS100691,36,Female,Ahmedabad,Loyal,2023-06-04
CUS101891,20,Male,Ahmedabad,Returning,2023-06-10
CUS102268,23,Male,Delhi,Loyal,2023-03-16
CUS103936,20,Female,Chennai,High Value,2023-11-16
CUS103299,62,Male,Ahmedabad,New,2025-03-11
CUS106520,24,Male,Chennai,New,2023-02-07
CUS106431,34,Female,Delhi,Returning,2023-07-02
CUS106930,45,Male,Kolkata,New,2024-03-01
CUS100044,58,Female,Kolkata,High Value,2024-01-29
CUS103555,54,Female,Chennai,New,2023-07-28
CUS107233,61,Female,Delhi,New,2023-07-05
CUS104877,52,Female,Kolkata,Loyal,2024-03-09
CUS105096,53,Female,Mumbai,New,2024-09-01
CUS105331,38,Female,Chennai,High Value,2023-03-31
CUS101683,19,Male,Bengaluru,Loyal,2024-04-07
CUS106128,39,Male,Hyderabad,New,2024-04-30
CUS103126,61,Female,Hyderabad,High Value,2024-11-02
CUS105813,50,Female,Hyderabad,Loyal,2024-03-18
CUS100063,58,Male,Kolkata,New,2023-01-09
CUS105875,61,Other,Ahmedabad,Loyal,2024-02-03
CUS104204,65,Female,Bengaluru,New,2023-01-20
CUS105123,27,Female,Bengaluru,Returning,2023-04-27
CUS100227,29,Female,Chennai,New,2024-02-27
CUS105815,54,Female,Bengaluru,New,2023-07-20
CUS105143,30,Male,Delhi,Loyal,2024-11-15
CUS105221,18,Male,Mumbai,High Value,2023-11-08
CUS105492,19,Female,Bengaluru,Loyal,2024-03-26
CUS100969,49,Female,Mumbai,New,2024-09-24
CUS101805,25,Female,Bengaluru,New,2024-06-12
CUS102996,65,Female,Pune,Loyal,2024-10-03
CUS107807,61,Male,Ahmedabad,Loyal,2025-03-28
CUS105829,65,Other,Pune,Loyal,2024-12-11
CUS105402,63,Female,Ahmedabad,Returning,2024-07-12
CUS103478,54,Male,Chennai,Loyal,2025-02-27
CUS101860,52,Male,Chennai,Loyal,2023-07-18
CUS104141,60,Female,Mumbai,Loyal,2023-07-28
CUS105261,65,Female,Bengaluru,Loyal,2024-10-21
CUS106684,40,Male,Ahmedabad,New,2025-02-18
CUS103221,49,Female,Delhi,Returning,2023-06-25
CUS100252,38,Male,Pune,Returning,2025-03-13
CUS107289,62,Male,Mumbai,New,2024-01-02
CUS105324,57,Male,Ahmedabad,New,2023-05-13
CUS101789,27,Male,Ahmedabad,New,2024-11-02
CUS105228,37,Female,Hyderabad,High Value,2024-07-26
CUS102059,41,Male,Ahmedabad,New,2023-08-01
CUS104313,57,Female,Pune,Returning,2023-04-07
CUS104630,31,Male,Hyderabad,Returning,2024-02-17
CUS104898,27,Female,Mumbai,New,2023-01-07
CUS101902,56,Female,Pune,New,2023-08-16
CUS102119,30,Male,Hyderabad,Returning,2025-01-26
CUS106056,45,Male,Chennai,New,2024-12-24
CUS105216,25,Female,Delhi,Loyal,2024-03-29
CUS102812,38,Female,Ahmedabad,Loyal,2023-11-04
CUS103439,38,Male,Ahmedabad,New,2024-04-10
CUS107600,60,Male,Pune,Loyal,2025-05-10
CUS104680,23,Other,Delhi,New,2023-05-27
CUS100075,46,Male,Kolkata,Loyal,2023-10-04
CUS102345,65,Female,Kolkata,Loyal,2023-12-22
CUS102351,54,Male,Pune,Returning,2023-07-30
CUS105590,26,Female,Kolkata,High Value,2023-12-08
CUS100430,34,Female,Mumbai,Loyal,2024-06-21
CUS107810,61,Female,Delhi,Loyal,2023-04-17
CUS104625,57,Male,Chennai,Returning,2023-10-23
CUS106276,32,Female,Bengaluru,New,2023-03-10
CUS103621,20,Female,Mumbai,New,2023-04-01
CUS102847,25,Male,Bengaluru,Returning,2023-06-21
CUS102473,52,Female,Bengaluru,Returning,2025-01-05
CUS105756,52,Female,Pune,Loyal,2023-04-19
CUS102406,34,Female,Kolkata,Returning,2024-10-28
CUS105180,23,Female,Bengaluru,Loyal,2025-02-08
CUS100240,23,Male,Pune,Returning,2024-05-20
CUS100783,35,Male,Hyderabad,New,2024-02-16
CUS101354,39,Male,Hyderabad,New,2023-03-23
CUS103614,51,Female,Delhi,Loyal,2024-07-15
CUS100977,53,Male,Pune,New,2023-09-13
CUS100809,39,Male,Hyderabad,New,2023-11-19
CUS102168,24,Female,Kolkata,Loyal,2024-01-27
CUS103661,40,Other,Chennai,New,2024-05-02
CUS101599,35,Male,Mumbai,New,2023-11-13
CUS106143,33,Female,Bengaluru,New,2023-07-16
CUS103279,64,Male,Mumbai,High Value,2024-09-01
CUS101620,60,Female,Delhi,Loyal,2024-06-29
CUS102955,19,Female,Delhi,New,2023-11-15
CUS101482,50,Male,Mumbai,New,2023-09-19
CUS104050,33,Female,Mumbai,Returning,2024-12-16
CUS101801,29,Female,Ahmedabad,Loyal,2023-01-15
CUS102095,44,Male,Ahmedabad,Loyal,2025-02-27
CUS104796,61,Male,Ahmedabad,Returning,2023-03-24
CUS101357,50,Female,Hyderabad,New,2023-07-30
CUS106300,50,Female,Chennai,New,2024-11-26
CUS106615,51,Male,Pune,Loyal,2024-10-24
CUS107925,47,Female,Pune,Returning,2024-10-18
CUS107431,21,Male,Pune,New,2025-04-01
CUS105687,44,Male,Ahmedabad,Loyal,2025-03-16
CUS106267,34,Male,Hyderabad,Loyal,2024-09-30
CUS104168,61,Male,Kolkata,High Value,2023-03-06
CUS103885,23,Female,Ahmedabad,Returning,2025-02-25
CUS106730,42,Male,Bengaluru,New,2023-12-24
CUS107640,52,Male,Hyderabad,High Value,2025-05-19
CUS102328,49,Female,Ahmedabad,New,2024-06-18
CUS100029,20,Female,Kolkata,New,2025-05-31
CUS106130,55,Male,Ahmedabad,New,2024-06-19
CUS107384,40,Male,Chennai,New,2023-05-19
CUS101092,65,Male,Bengaluru,New,2023-07-06
CUS100124,49,Female,Pune,Returning,2025-03-10
CUS105995,46,Male,Mumbai,Returning,2024-07-19
CUS104084,35,Male,Delhi,Returning,2024-12-22
CUS105020,27,Female,Bengaluru,New,2023-03-15
CUS102298,59,Other,Pune,New,2024-10-18
CUS105226,56,Male,Kolkata,New,2024-08-26
CUS101553,45,Female,Delhi,New,2023-05-13
CUS106928,32,Female,Ahmedabad,Loyal,2024-01-07
CUS100598,62,Male,Pune,Returning,2024-10-23
CUS103429,64,Male,Kolkata,New,2024-12-12
CUS101416,56,Female,Hyderabad,Returning,2023-03-31
CUS103861,39,Male,Delhi,Returning,2023-04-01
CUS104418,65,Male,Kolkata,New,2023-04-25
CUS104761,65,Male,Bengaluru,Returning,2024-02-05
CUS103856,64,Female,Hyderabad,New,2024-02-21
CUS102197,29,Female,Ahmedabad,Returning,2023-02-03
CUS105777,62,Female,Mumbai,Returning,2024-12-05
CUS104398,22,Male,Hyderabad,Returning,2024-08-02
CUS102851,21,Male,Kolkata,New,2025-02-25
CUS100808,20,Female,Delhi,New,2023-10-09
CUS106430,35,Female,Ahmedabad,New,2023-06-07
CUS100958,65,Male,Bengaluru,New,2023-02-22
CUS104011,36,Female,Hyderabad,Returning,2024-01-10
CUS103413,30,Male,Hyderabad,High Value,2023-10-10
CUS100810,26,Female,Hyderabad,New,2025-05-07
CUS100834,33,Female,Bengaluru,Returning,2023-09-19
CUS107795,29,Female,Kolkata,Loyal,2023-04-10
CUS102423,27,Male,Hyderabad,New,2023-08-04
CUS101235,18,Male,Bengaluru,New,2023-02-25
CUS101225,22,Male,Bengaluru,New,2024-03-09
CUS105363,56,Female,Chennai,High Value,2024-08-13
CUS106379,54,Male,Kolkata,New,2023-02-01
CUS107788,53,Male,Bengaluru,Returning,2024-08-18
CUS102592,46,Male,Kolkata,Loyal,2024-05-13
CUS102905,34,Female,Hyderabad,Returning,2024-01-31
CUS105023,22,Female,Ahmedabad,New,2024-12-15
CUS104660,54,Male,Chennai,New,2023-11-11
CUS107648,65,Male,Kolkata,High Value,2024-08-28
CUS101657,27,Male,Chennai,New,2023-12-11
CUS106985,48,Female,Mumbai,Returning,2024-06-04
CUS106968,53,Female,Chennai,Returning,2023-02-11
CUS100452,62,Female,Mumbai,Returning,2023-05-06
CUS104791,40,Male,Kolkata,New,2024-09-12
CUS102458,43,Female,Chennai,Returning,2024-03-01
CUS100422,28,Female,Pune,New,2024-12-05
CUS101220,30,Male,Pune,Returning,2025-04-29
CUS103185,65,Male,Ahmedabad,Returning,2024-12-28
CUS103805,27,Female,Pune,Loyal,2024-12-29
CUS107651,23,Male,Mumbai,New,2024-05-29
CUS103365,37,Male,Ahmedabad,High Value,2024-02-03
CUS100102,51,Male,Kolkata,Returning,2023-10-25
CUS102418,23,Male,Chennai,Returning,2023-06-28
CUS105038,42,Male,Kolkata,Returning,2024-02-26
CUS103303,45,Female,Ahmedabad,Returning,2025-03-16
CUS101580,38,Male,Chennai,Returning,2024-01-16
CUS106965,33,Male,Kolkata,Loyal,2023-01-22
CUS102206,24,Female,Bengaluru,Returning,2023-01-27
CUS100170,29,Female,Chennai,New,2023-05-08
CUS106068,31,Female,Hyderabad,Returning,2025-01-12
CUS100135,23,Male,Kolkata,High Value,2023-08-19
CUS104672,23,Male,Delhi,New,2024-07-06
CUS107011,30,Female,Chennai,Loyal,2024-08-07
CUS101310,39,Other,Ahmedabad,Returning,2025-03-16
CUS107377,44,Female,Pune,Returning,2024-01-09
CUS102284,25,Female,Pune,New,2023-11-09
CUS105148,18,Male,Hyderabad,High Value,2024-09-05
CUS106044,21,Male,Mumbai,New,2024-06-14
CUS103095,34,Male,Mumbai,Loyal,2023-06-29
CUS104700,27,Male,Kolkata,New,2023-08-06
CUS101935,40,Male,Ahmedabad,New,2025-04-04
CUS107042,53,Male,Ahmedabad,New,2024-08-20
CUS104053,19,Male,Chennai,High Value,2023-03-21
CUS102860,44,Female,Ahmedabad,Returning,2023-09-08
CUS100807,37,Female,Ahmedabad,Returning,2023-01-04
CUS102045,60,Male,Ahmedabad,New,2023-10-03
CUS106829,21,Female,Bengaluru,New,2023-09-13
CUS100462,22,Female,Pune,New,2023-04-09
CUS101956,56,Male,Mumbai,New,2024-07-22
CUS102445,28,Female,Delhi,Returning,2023-12-21
CUS106280,20,Female,Delhi,New,2023-12-03
CUS100799,22,Male,Delhi,New,2024-03-21
CUS102402,56,Female,Chennai,New,2024-10-25
CUS103658,34,Male,Chennai,Returning,2024-03-07
CUS101073,44,Female,Bengaluru,Returning,2023-11-28
CUS106650,44,Male,Pune,Returning,2024-02-03
CUS100144,38,Other,Kolkata,Returning,2024-01-01
CUS106735,60,Male,Pune,New,2023-11-25
CUS101340,30,Male,Mumbai,Returning,2023-01-26
CUS102903,50,Male,Mumbai,Returning,2024-07-25
CUS105296,24,Male,Chennai,Returning,2025-01-17
CUS102091,63,Male,Kolkata,Loyal,2025-04-05
CUS105102,26,Female,Pune,Returning,2024-12-17
CUS107559,37,Female,Delhi,High Value,2023-11-04
CUS103114,45,Male,Mumbai,Returning,2023-12-15
CUS104590,34,Male,Hyderabad,Loyal,2024-12-05
CUS104883,31,Male,Chennai,Loyal,2023-08-27
CUS102957,47,Female,Delhi,Loyal,2024-02-27
CUS102499,21,Female,Chennai,Loyal,2024-08-12
CUS107416,64,Female,Hyderabad,Returning,2024-02-02
CUS101003,50,Female,Bengaluru,New,2023-08-31
CUS104899,47,Male,Ahmedabad,Returning,2024-04-23
CUS103078,27,Female,Bengaluru,New,2024-10-03
CUS100555,43,Female,Ahmedabad,Loyal,2023-11-29
CUS106135,29,Female,Hyderabad,New,2023-08-24
CUS106904,52,Male,Delhi,New,2025-05-11
CUS101485,38,Female,Kolkata,High Value,2023-07-08
CUS105865,44,Male,Chennai,Loyal,2024-10-18
CUS101272,52,Female,Mumbai,Returning,2024-11-07
CUS101411,30,Male,Kolkata,Loyal,2025-01-09
CUS107234,19,Male,Mumbai,New,2023-10-13
CUS107496,45,Female,Delhi,New,2023-11-14
CUS101471,33,Female,Kolkata,Loyal,2024-10-27
CUS106417,32,Female,Hyderabad,New,2023-06-06
CUS103418,29,Male,Mumbai,New,2025-04-30
CUS107820,24,Male,Delhi,Returning,2025-02-13
CUS104738,36,Male,Kolkata,Returning,2024-09-22
CUS106554,21,Male,Delhi,New,2025-02-12
CUS103879,63,Male,Bengaluru,High Value,2025-03-28
CUS100981,44,Male,Mumbai,Returning,2024-12-27
CUS107012,49,Female,Kolkata,New,2025-06-16
CUS102926,30,Male,Kolkata,New,2024-09-03
CUS107238,29,Male,Ahmedabad,New,2024-09-06
CUS101268,27,Male,Hyderabad,New,2023-09-13
CUS102462,22,Female,Kolkata,High Value,2025-04-26
CUS103333,52,Male,Ahmedabad,New,2024-01-20
CUS100268,53,Male,Kolkata,Returning,2025-01-20
CUS100654,59,Male,Chennai,New,2023-01-22
CUS103127,62,Male,Kolkata,New,2024-02-05
CUS102984,54,Male,Pune,Loyal,2024-11-21
