Record_ID,Campaign_ID,Customer_ID,Date,Impressions,Clicks,Conversions,Spend,Revenue,Device,Audience_Type,CTR_Pct,Conversion_Rate_Pct,ROAS
REC1022217,CMP1087,CUS102264,2025-06-27,45227,2329,196,22816.24,98475.98,Desktop,Prospecting,5.15,8.42,4.32
REC1002865,CMP1022,CUS105631,2024-12-28,92639,9789,1479,86017.13,436021.58,Mobile,Retargeting,10.57,15.11,5.07
REC1026427,CMP1082,CUS105354,2024-10-01,92681,8154,1003,62695.87,433036.93,Desktop,Prospecting,8.8,12.3,6.91
REC1008340,CMP1036,CUS106757,2025-01-26,4870,38,7,627.37,7428.48,Desktop,Lookalike,0.78,18.42,11.84
REC1034303,CMP1007,CUS100489,2024-05-27,23770,1033,84,16180.8,14689.09,Tablet,Retargeting,4.35,8.13,0.91
REC1017289,CMP1029,CUS100228,2025-06-23,99056,10877,1604,184292.62,208781.84,Mobile,Lookalike,10.98,14.75,1.13
REC1015268,CMP1019,CUS104666,2025-03-28,18111,2017,227,26455.47,67759.86,Mobile,Prospecting,11.14,11.25,2.56
REC1014339,CMP1042,CUS102413,2025-02-19,77134,3062,506,49159.55,703443.13,Mobile,Prospecting,3.97,16.53,14.31
REC1034170,CMP1040,CUS106417,2024-11-15,36500,779,163,11965.99,236080.77,Mobile,Lookalike,2.13,20.92,19.73
REC1022478,CMP1118,CUS107703,2025-05-07,779,48,8,590.22,5867.73,Mobile,Prospecting,6.16,16.67,9.94
REC1034535,CMP1032,CUS101983,2024-04-25,59164,2805,507,36306.62,438558.48,Mobile,Retargeting,4.74,18.07,12.08
REC1012611,CMP1091,CUS105329,2024-05-31,66570,3717,426,17945.19,637076.14,Mobile,Retargeting,5.58,11.46,35.5
REC1034498,CMP1041,CUS106963,2024-10-23,12775,1148,110,6235.52,156852.26,Mobile,Prospecting,8.99,9.58,25.15
REC1016329,CMP1015,CUS107433,2024-09-24,55885,6398,867,66760.6,500732.15,Mobile,Prospecting,11.45,13.55,7.5
REC1009370,CMP1002,CUS100161,2024-07-08,40090,575,38,8571.26,3972.78,Desktop,Prospecting,1.43,6.61,0.46
REC1017220,CMP1022,CUS104102,2025-08-27,79286,7182,1418,69568.29,1199207.87,Mobile,Retargeting,9.06,19.74,17.24
REC1015236,CMP1076,CUS100945,2024-05-20,95815,8940,182,58486.64,141722.32,Mobile,Prospecting,9.33,2.04,2.42
REC1001635,CMP1068,CUS106598,2025-07-05,77973,6301,887,78402.24,567440.82,Mobile,Prospecting,8.08,14.08,7.24
REC1001226,CMP1058,CUS100572,2024-06-16,67663,7144,820,47108.44,1207564.38,Desktop,Prospecting,10.56,11.48,25.63
REC1031676,CMP1096,CUS107935,2024-08-24,23669,2293,170,32303.32,123168.53,Mobile,Prospecting,9.69,7.41,3.81
REC1021895,CMP1074,CUS103580,2025-01-19,14916,780,117,8653.46,24690.85,Mobile,Prospecting,5.23,15,2.85
REC1016954,CMP1096,CUS106740,2024-07-29,47045,4909,368,68287,115691.87,Mobile,Prospecting,10.43,7.5,1.69
REC1027112,CMP1053,CUS104202,2024-08-31,33659,674,50,8533.1,31401.05,Desktop,Retargeting,2,7.42,3.68
REC1029020,CMP1032,CUS100924,2024-08-18,66515,2856,31,41960.44,43382.8,Desktop,Lookalike,4.29,1.09,1.03
REC1015944,CMP1018,CUS100423,2024-06-30,79188,4936,974,19403.6,361854.92,Mobile,Prospecting,6.23,19.73,18.65
REC1023440,CMP1017,CUS102601,2024-11-25,26796,668,90,6920.45,26786.55,Mobile,Lookalike,2.49,13.47,3.87
REC1016186,CMP1103,CUS100325,2024-03-07,3858,107,9,466.26,5525.02,Desktop,Prospecting,2.77,8.41,11.85
REC1034843,CMP1079,CUS102604,2024-05-12,8602,147,4,334.16,2036.29,Desktop,Prospecting,1.71,2.72,6.09
REC1032717,CMP1107,CUS106007,2025-10-08,91823,470,37,4433.93,26345.48,Desktop,Lookalike,0.51,7.87,5.94
REC1017411,CMP1072,CUS101999,2024-06-10,62982,620,56,2052.48,38115.94,Mobile,Lookalike,0.98,9.03,18.57
REC1013729,CMP1110,CUS103273,2025-07-22,54673,5062,654,79842.72,974549.38,Desktop,Prospecting,9.26,12.92,12.21
REC1033676,CMP1079,CUS101711,2025-09-22,80332,8478,1056,80599.26,470621.53,Mobile,Prospecting,10.55,12.46,5.84
REC1016918,CMP1042,CUS101665,2025-06-03,26671,1867,341,16400.09,440672.39,Desktop,Prospecting,7,18.26,26.87
REC1024654,CMP1067,CUS100872,2025-06-14,32035,874,129,13577.24,145944.6,Tablet,Prospecting,2.73,14.76,10.75
REC1034040,CMP1006,CUS103229,2024-05-23,60258,6975,1075,53642.64,535304.17,Mobile,Prospecting,11.58,15.41,9.98
REC1033413,CMP1049,CUS105831,2025-03-23,86247,5402,77,16787.93,86506.99,Desktop,Prospecting,6.26,1.43,5.15
REC1030736,CMP1074,CUS101907,2025-05-28,29634,1044,133,10215.34,162538.12,Mobile,Prospecting,3.52,12.74,15.91
REC1001152,CMP1117,CUS105984,2024-06-01,32602,2075,237,25853.55,162585.48,Desktop,Retargeting,6.36,11.42,6.29
REC1025011,CMP1009,CUS102297,2024-10-12,70575,5043,386,13149.36,297543.36,Mobile,Prospecting,7.15,7.65,22.63
REC1028556,CMP1015,CUS107471,2024-10-03,98604,2958,287,50921.66,223974.67,Desktop,Lookalike,3,9.7,4.4
REC1015763,CMP1109,CUS103854,2024-03-10,69332,1923,299,33100.98,370065.37,Tablet,Prospecting,2.77,15.55,11.18
REC1024450,CMP1021,CUS101448,2024-09-04,54954,4726,924,57248.35,116945.85,Desktop,Retargeting,8.6,19.55,2.04
REC1021822,CMP1106,CUS101408,2025-04-25,53976,960,53,6923.9,7511.06,Desktop,Retargeting,1.78,5.52,1.08
REC1016068,CMP1072,CUS100398,2025-10-16,55089,2684,410,42683.25,297510.58,Mobile,Lookalike,4.87,15.28,6.97
REC1027644,CMP1119,CUS100791,2024-02-07,78435,7357,844,12022.05,172632.7,Desktop,Prospecting,9.38,11.47,14.36
REC1016231,CMP1042,CUS101211,2025-04-14,35777,2051,286,24281.3,282060.71,Desktop,Prospecting,5.73,13.94,11.62
REC1029824,CMP1095,CUS101244,2024-02-10,8204,288,29,2286.3,2649.1,Mobile,Retargeting,3.51,10.07,1.16
REC1022235,CMP1091,CUS100870,2025-03-24,96818,11514,1063,189700.48,399506.83,Tablet,Lookalike,11.89,9.23,2.11
REC1013114,CMP1026,CUS102156,2025-10-02,92838,1202,72,16381.9,19038.16,Mobile,Prospecting,1.29,5.99,1.16
REC1000649,CMP1107,CUS100759,2025-07-11,17409,751,60,4614.25,89480.41,Desktop,Prospecting,4.31,7.99,19.39
REC1021458,CMP1037,CUS104380,2024-05-01,10279,970,39,11824.87,29925.53,Mobile,Prospecting,9.44,4.02,2.53
REC1002518,CMP1100,CUS102450,2024-04-20,49340,5569,405,10856.47,80996.81,Mobile,Prospecting,11.29,7.27,7.46
REC1023209,CMP1000,CUS100600,2024-09-21,1459,81,3,146.61,470.26,Mobile,Prospecting,5.55,3.7,3.21
REC1012463,CMP1070,CUS104953,2024-09-22,64239,4385,208,44398.06,45360.69,Mobile,Prospecting,6.83,4.74,1.02
REC1032136,CMP1026,CUS101315,2024-08-26,77533,2355,290,33681.55,314126.3,Mobile,Prospecting,3.04,12.31,9.33
REC1005144,CMP1026,CUS105092,2024-09-22,51665,3733,311,13938.97,413440.36,Desktop,Prospecting,7.23,8.33,29.66
REC1014881,CMP1071,CUS100883,2025-08-20,70178,3093,395,45256.27,488108.64,Mobile,Prospecting,4.41,12.77,10.79
REC1024292,CMP1083,CUS107749,2025-07-26,90239,7170,1341,69075.06,519012.6,Mobile,Prospecting,7.95,18.7,7.51
REC1002385,CMP1044,CUS100123,2025-04-21,68740,6838,876,103552.11,656086.39,Mobile,Prospecting,9.95,12.81,6.34
REC1023109,CMP1105,CUS103420,2025-03-26,68447,4527,291,19767.86,351187.94,Tablet,Lookalike,6.61,6.43,17.77
REC1016092,CMP1100,CUS100022,2025-09-22,60789,4325,702,40038.13,124550.99,Mobile,Lookalike,7.11,16.23,3.11
REC1034711,CMP1043,CUS104124,2025-06-05,86004,2637,211,40335.61,174145.13,Tablet,Lookalike,3.07,8,4.32
REC1033976,CMP1070,CUS102123,2024-12-01,47705,4302,849,28291.16,125486.94,Mobile,Retargeting,9.02,19.74,40.87
REC1006379,CMP1027,CUS107647,2024-12-31,52738,5209,541,23960.45,89910.09,Desktop,Retargeting,9.88,10.39,3.75
REC1017825,CMP1065,CUS102756,2024-06-21,31306,1700,274,11689.63,50013.84,Mobile,Prospecting,5.43,16.12,4.28
REC1030700,CMP1119,CUS103048,2024-03-16,11271,720,131,7707.8,21519.27,Mobile,Lookalike,6.39,18.19,2.79
REC1015557,CMP1059,CUS100353,2025-09-28,69950,1988,78,30598.61,9655.19,Mobile,Retargeting,2.84,3.92,0.32
REC1029976,CMP1118,CUS103005,2024-03-09,20573,2087,277,25421.99,238521.48,Mobile,Prospecting,10.14,13.27,9.38
REC1019809,CMP1065,CUS101089,2024-06-14,7766,617,15,9214.4,10453.75,Desktop,Prospecting,7.94,2.43,1.13
REC1024337,CMP1100,CUS105087,2024-08-09,5110,263,25,2625.5,28416.32,Mobile,Prospecting,5.15,9.51,10.82
REC1011147,CMP1076,CUS103253,2024-10-06,67598,7360,1159,69789.98,533296.14,Desktop,Lookalike,10.89,15.75,7.64
REC1003560,CMP1001,CUS102595,2025-04-18,58871,4878,304,32148.52,164406.99,Mobile,Prospecting,8.29,6.23,5.11
REC1005139,CMP1007,CUS101811,2025-11-19,93062,6021,113,101533.47,156444.96,Desktop,Lookalike,6.47,1.88,1.54
REC1024481,CMP1094,CUS100931,2025-06-22,27152,1409,198,8807.94,178873.05,Desktop,Prospecting,5.19,14.05,20.31
REC1020649,CMP1037,CUS103780,2024-06-08,36588,730,77,12072.04,37395.66,Desktop,Prospecting,2,10.55,3.1
REC1005883,CMP1034,CUS104698,2025-07-27,9051,955,166,2413.56,88569.96,Desktop,Prospecting,10.55,17.38,36.7
REC1015298,CMP1098,CUS104585,2024-10-07,92385,5189,635,84296.31,225689.09,Mobile,Prospecting,5.62,12.24,2.68
REC1004181,CMP1094,CUS107379,2024-03-10,55216,6568,338,113512.74,305166.66,Mobile,Lookalike,11.9,5.15,2.69
REC1029985,CMP1055,CUS102727,2024-05-25,83125,9204,861,27296.1,208983.34,Mobile,Lookalike,11.07,9.35,7.66
REC1002893,CMP1027,CUS102835,2024-02-26,10948,1042,41,12408.74,60793.04,Desktop,Prospecting,9.52,3.93,4.9
REC1012335,CMP1042,CUS104973,2025-10-19,12511,1511,132,5103.03,44428.32,Mobile,Prospecting,12.08,8.74,8.71
REC1031824,CMP1019,CUS100749,2025-09-26,63606,4417,261,76954.85,282227.02,Mobile,Prospecting,6.94,5.91,3.67
REC1000243,CMP1089,CUS104532,2025-01-18,91963,9326,1496,144578.02,2010156.73,Desktop,Prospecting,10.14,16.04,13.9
REC1015171,CMP1045,CUS101655,2024-06-11,82533,6886,1369,111708.95,810326.54,Mobile,Prospecting,8.34,19.88,7.25
REC1034872,CMP1066,CUS107698,2025-11-15,30746,1701,294,20578.48,371314.03,Tablet,Prospecting,5.53,17.28,18.04
REC1020869,CMP1086,CUS102274,2025-02-16,34740,875,37,9920.19,33897.26,Mobile,Prospecting,2.52,4.23,3.42
REC1008779,CMP1028,CUS106559,2025-09-05,88630,7324,942,63442.36,112647.96,Desktop,Retargeting,8.26,12.86,1.78
REC1004222,CMP1112,CUS100790,2025-02-19,57464,2599,300,28641.25,132815.43,Desktop,Lookalike,4.52,11.54,4.64
REC1006179,CMP1103,CUS107551,2025-08-17,61172,4206,318,47443.52,41919.3,Mobile,Lookalike,6.88,7.56,0.88
REC1015507,CMP1051,CUS100105,2025-04-04,83768,3528,277,57003.94,205539.96,Tablet,Lookalike,4.21,7.85,3.61
REC1022053,CMP1094,CUS104357,2025-03-23,77132,5399,782,25515.82,1027670.29,Mobile,Prospecting,7,14.48,40.28
REC1015381,CMP1107,CUS101978,2024-07-25,96068,9490,1648,111935.57,563105.12,Desktop,Prospecting,9.88,17.37,5.03
REC1006418,CMP1002,CUS106509,2025-02-26,76151,3515,304,12179.44,222888.35,Desktop,Lookalike,4.62,8.65,18.3
REC1014454,CMP1009,CUS100570,2024-02-13,23358,202,33,1572,24097.7,Desktop,Prospecting,0.86,16.34,15.33
REC1014840,CMP1107,CUS102197,2025-07-02,96095,7687,452,22335.12,522800.99,Mobile,Prospecting,8,5.88,23.41
REC1003989,CMP1099,CUS100058,2025-02-13,12828,751,49,5947.11,60203.28,Desktop,Retargeting,5.85,6.52,10.12
REC1028429,CMP1058,CUS104677,2024-02-13,84040,3486,377,44731.9,425581.03,Mobile,Retargeting,4.15,10.81,9.51
REC1022525,CMP1011,CUS101169,2024-05-17,25687,2538,47,33482.21,28024.65,Desktop,Prospecting,9.88,1.85,0.84
REC1022646,CMP1088,CUS105345,2024-02-21,47133,2688,76,31768.86,98544.34,Mobile,Retargeting,5.7,2.83,3.1
REC1028949,CMP1059,CUS105335,2025-08-20,87601,657,83,1838.88,103030.46,Mobile,Lookalike,0.75,12.63,56.03
REC1024797,CMP1116,CUS105540,2025-11-12,92210,3736,729,34513.43,959882.06,Mobile,Prospecting,4.05,19.51,27.81
REC1010480,CMP1017,CUS105154,2024-10-27,45779,3327,418,29428.24,349693.96,Desktop,Prospecting,7.27,12.56,11.88
REC1006921,CMP1018,CUS103596,2024-11-17,6983,426,3,1409.12,1801.91,Mobile,Prospecting,6.1,0.7,1.28
REC1028678,CMP1071,CUS106209,2024-02-20,18542,367,24,1469.07,6931.84,Mobile,Retargeting,1.98,6.54,4.72
REC1015914,CMP1049,CUS104878,2024-09-14,40092,4025,578,46999.74,748131.65,Mobile,Lookalike,10.04,14.36,15.92
REC1023937,CMP1028,CUS104736,2025-10-22,44173,2976,68,27995.55,10730.05,Mobile,Prospecting,6.74,2.28,0.38
REC1022162,CMP1053,CUS100108,2025-08-06,48559,1750,183,31101.19,210921.92,Desktop,Retargeting,3.6,10.46,6.78
REC1033928,CMP1033,CUS107783,2025-03-26,21261,2273,113,36727.16,82124.57,Mobile,Prospecting,10.69,4.97,2.24
REC1001366,CMP1089,CUS101566,2025-08-10,16785,1975,393,27703.98,43790.91,Desktop,Lookalike,11.77,19.9,1.58
REC1002498,CMP1105,CUS104374,2025-10-25,24649,1932,320,6387.5,273762.28,Desktop,Retargeting,7.84,16.56,42.86
REC1005416,CMP1066,CUS107881,2025-01-03,88838,8279,391,124905.46,83601.83,Desktop,Prospecting,9.32,4.72,0.67
REC1023981,CMP1071,CUS101328,2024-04-08,56497,3429,628,58465.42,149618.43,Desktop,Prospecting,6.07,18.31,2.56
REC1003294,CMP1119,CUS100672,2025-06-12,62041,6646,748,83758.36,1117364.99,Desktop,Retargeting,10.71,11.25,13.34
REC1021567,CMP1115,CUS107979,2024-03-28,96874,9591,1298,100732.28,1489951.73,Tablet,Prospecting,9.9,13.53,14.79
REC1025828,CMP1068,CUS107811,2024-04-10,15571,155,29,291.01,37714.53,Mobile,Prospecting,1,18.71,129.6
REC1028385,CMP1047,CUS102706,2024-03-17,1586,132,8,913.07,1464.11,Mobile,Prospecting,8.32,6.06,1.6
REC1004029,CMP1101,CUS106487,2025-10-15,17250,1903,340,23988.6,384941.72,Desktop,Prospecting,11.03,17.87,16.05
REC1003588,CMP1019,CUS104368,2025-03-23,45893,639,112,10702.22,14992.28,Mobile,Prospecting,1.39,17.53,1.4
REC1003496,CMP1045,CUS101222,2024-02-05,86972,943,128,15279.42,79580.19,Desktop,Retargeting,1.08,13.57,5.21
REC1004845,CMP1076,CUS100401,2024-06-16,30743,987,21,12708.16,6345.18,Mobile,Prospecting,3.21,2.13,0.5
REC1026996,CMP1076,CUS100279,2025-06-15,93930,6477,756,47197.58,930376.65,Mobile,Prospecting,6.9,11.67,19.71
REC1002449,CMP1075,CUS101503,2025-06-10,56184,820,75,12384.14,125486.94,Desktop,Retargeting,1.46,9.15,2.7
REC1011180,CMP1039,CUS104878,2024-06-18,22008,2438,396,40924.92,252107.58,Mobile,Prospecting,11.08,16.24,6.16
REC1028993,CMP1011,CUS105352,2024-03-03,56644,5921,636,89082.38,472921.67,Desktop,Prospecting,10.45,10.74,5.31
REC1022864,CMP1028,CUS105077,2024-10-15,25497,1927,358,11370.41,271974.73,Mobile,Prospecting,7.56,18.58,23.92
REC1024324,CMP1067,CUS103098,2024-07-09,16410,937,156,16769.55,98172.85,Desktop,Retargeting,5.71,16.65,5.85
REC1005925,CMP1061,CUS107990,2024-06-12,74763,2340,250,6307.03,367474.64,Desktop,Retargeting,3.13,10.68,58.26
REC1009887,CMP1113,CUS107374,2024-06-26,61071,2936,582,12381.97,393907.21,Mobile,Prospecting,4.81,19.82,31.81
REC1003427,CMP1079,CUS105541,2025-03-25,32032,2053,116,31320.7,55045.69,Desktop,Prospecting,6.41,5.65,1.76
REC1021981,CMP1088,CUS101160,2024-08-12,53217,2656,291,43446.21,279393.26,Desktop,Lookalike,4.99,10.96,6.43
REC1007881,CMP1004,CUS106838,2024-04-25,69585,4873,772,49535.46,1123544.04,Tablet,Prospecting,7,15.84,22.68
REC1020586,CMP1049,CUS100620,2025-10-20,29419,942,140,2079.33,145964.36,Desktop,Prospecting,3.2,14.86,70.2
REC1005514,CMP1010,CUS106413,2025-10-05,4106,478,66,6046.4,66701.46,Desktop,Prospecting,11.64,13.81,11.03
REC1033208,CMP1011,CUS103811,2024-05-06,74954,6101,1099,18171.45,923731.11,Mobile,Prospecting,8.14,18.01,50.83
REC1001406,CMP1088,CUS101974,2024-08-19,2829,113,16,1557.15,9572.85,Mobile,Lookalike,3.99,14.16,6.15
REC1006813,CMP1060,CUS102704,2024-12-10,63832,3495,322,40635.09,264834.08,Mobile,Retargeting,5.48,9.21,6.52
REC1018567,CMP1103,CUS103839,2025-09-18,83873,6674,1351,16644.06,785129.32,Mobile,Prospecting,7.96,20.24,47.17
REC1030801,CMP1080,CUS104069,2024-11-25,43236,3650,380,43898.11,112064.67,Mobile,Prospecting,8.44,10.41,2.55
REC1005504,CMP1092,CUS100936,2024-06-22,46897,1888,33,14548.11,9302.49,Desktop,Retargeting,4.03,1.75,0.64
REC1012917,CMP1032,CUS102138,2025-02-27,76128,9097,598,123900.54,495779.68,Mobile,Prospecting,11.95,6.57,4
REC1004759,CMP1112,CUS103590,2025-05-21,40954,3492,232,20777.99,311133.23,Mobile,Lookalike,8.53,6.64,14.97
REC1008416,CMP1003,CUS106152,2024-03-08,21775,1584,202,16706.18,270170.69,Desktop,Retargeting,7.27,12.75,16.17
REC1023014,CMP1028,CUS102030,2024-06-21,78005,7313,275,72601.58,233084.48,Mobile,Lookalike,9.38,3.76,3.21
REC1006148,CMP1089,CUS105036,2025-11-29,56914,2193,125,5819.61,72283.12,Desktop,Prospecting,3.85,5.7,12.42
REC1006868,CMP1099,CUS101137,2025-09-11,17248,245,21,3838.47,22827.91,Mobile,Prospecting,1.42,8.57,5.95
REC1029261,CMP1052,CUS104022,2025-09-27,96857,8667,1392,77532.77,955761.8,Mobile,Prospecting,8.95,16.06,12.33
REC1016951,CMP1113,CUS106650,2024-05-06,99937,2372,198,51104.69,143177.6,Desktop,Prospecting,5.12,3.87,2.8
REC1017056,CMP1076,CUS104041,2024-10-14,76453,7738,428,133387.76,565454.23,Mobile,Prospecting,10.12,5.53,4.24
REC1030358,CMP1073,CUS101867,2024-04-29,20445,119,12,1642.47,13031.66,Mobile,Lookalike,0.58,10.08,7.93
REC1005317,CMP1049,CUS100628,2024-06-04,91741,5305,55,80061.86,63608.23,Desktop,Prospecting,5.78,1.04,0.79
REC1009523,CMP1019,CUS101217,2024-06-22,99367,11460,1934,178721.68,732991.99,Mobile,Lookalike,11.53,16.88,4.1
REC1031362,CMP1062,CUS100838,2025-04-14,59629,644,43,10225.67,59643.96,Mobile,Retargeting,1.08,6.68,5.83
REC1002536,CMP1091,CUS105743,2024-11-30,72379,5943,331,98229.9,175240.62,Desktop,Prospecting,8.21,5.57,1.78
REC1017705,CMP1043,CUS107809,2025-01-26,16857,1320,236,10410.35,40732.77,Mobile,Prospecting,7.83,17.88,3.91
REC1004716,CMP1099,CUS105242,2025-03-10,14568,1605,316,25378.03,242435.84,Mobile,Prospecting,11.02,19.69,9.55
REC1005472,CMP1080,CUS106850,2025-02-25,50707,4566,827,16451.76,274041.37,Mobile,Retargeting,9,18.11,16.66
REC1028102,CMP1103,CUS106231,2025-06-20,58415,5742,965,10303.39,199900.46,Mobile,Lookalike,9.83,16.81,19.4
REC1005576,CMP1069,CUS107196,2025-08-31,39426,333,58,3555.27,62811.9,Mobile,Prospecting,0.84,17.42,17.67
REC1009875,CMP1020,CUS103713,2025-05-08,75840,3501,254,22661.1,112493.32,Mobile,Retargeting,4.62,7.26,4.96
REC1029074,CMP1049,CUS102618,2025-02-01,40679,4157,86,51097.38,117814.16,Mobile,Lookalike,10.22,2.07,2.31
REC1005341,CMP1115,CUS101166,2025-04-04,43499,340,43,4801.54,47548.22,Desktop,Prospecting,0.78,12.65,9.9
REC1030156,CMP1080,CUS106408,2024-11-14,27293,859,9,2593.13,4238.36,Mobile,Retargeting,3.15,1.05,1.63
REC1021897,CMP1099,CUS106136,2024-05-13,63051,4717,629,12633.48,135329.04,Mobile,Retargeting,7.48,13.33,10.71
REC1019637,CMP1008,CUS101522,2024-08-20,36950,2326,258,27063.75,243565.62,Desktop,Prospecting,6.29,11.09,9
REC1034763,CMP1097,CUS105314,2025-11-23,2187,235,43,613.69,51274.48,Mobile,Prospecting,10.75,18.3,83.55
REC1034802,CMP1046,CUS106771,2024-11-04,10332,891,82,3828.03,51296.59,Mobile,Lookalike,8.62,9.2,13.4
REC1019489,CMP1105,CUS102614,2025-09-07,29165,2618,41,17594.32,23156.32,Mobile,Prospecting,8.98,1.57,1.32
REC1020630,CMP1033,CUS100747,2025-07-29,63989,4879,83,45253.49,101527.41,Desktop,Prospecting,7.62,1.7,2.24
REC1016307,CMP1114,CUS101201,2025-02-18,48769,2224,73,19559.57,64844.95,Mobile,Prospecting,4.56,3.28,3.32
REC1016315,CMP1054,CUS102850,2024-12-20,96655,1085,171,15701.86,48755.55,Desktop,Prospecting,1.12,15.76,3.11
REC1005523,CMP1026,CUS100017,2025-04-01,19017,1699,211,14462.74,244883.31,Desktop,Lookalike,8.93,12.42,16.93
REC1029068,CMP1040,CUS104379,2024-06-10,93710,5020,594,51575.19,686657.52,Mobile,Lookalike,5.36,11.83,13.31
REC1009008,CMP1089,CUS103255,2025-03-04,49568,4167,287,26347.47,67838.15,Mobile,Retargeting,8.41,6.89,2.57
REC1033357,CMP1089,CUS102742,2025-02-15,64165,3506,226,17305.38,36365.16,Mobile,Prospecting,5.46,6.45,2.1
REC1004209,CMP1000,CUS103455,2025-03-02,16953,1425,186,20483.31,255091.97,Mobile,Prospecting,8.41,13.05,12.45
REC1017759,CMP1089,CUS103083,2024-11-01,89719,820,39,3672.31,43791.62,Mobile,Lookalike,0.91,4.76,11.92
REC1001122,CMP1040,CUS103457,2024-03-27,25698,744,108,11529.91,11353.2,Desktop,Prospecting,2.9,14.52,0.98
REC1012484,CMP1063,CUS102686,2025-01-21,13036,367,7,5723.77,9550.91,Mobile,Retargeting,2.82,1.91,1.67
REC1022508,CMP1070,CUS105913,2024-06-08,82223,2398,242,33737.49,63189.04,Mobile,Retargeting,2.92,10.09,1.87
REC1006188,CMP1008,CUS105427,2024-09-27,8438,193,28,724.82,5489.37,Mobile,Prospecting,2.29,14.51,7.57
REC1023891,CMP1051,CUS101733,2024-01-09,46498,5336,997,71051.38,1137620.16,Desktop,Prospecting,11.48,18.68,16.01
REC1026799,CMP1033,CUS103185,2024-08-27,35768,1782,105,19347.92,47357.03,Tablet,Retargeting,4.98,5.89,2.45
REC1032885,CMP1053,CUS107909,2024-05-26,72675,7316,1380,22722.89,385518.68,Mobile,Prospecting,10.07,18.86,16.97
REC1011568,CMP1091,CUS103562,2025-07-19,56016,2002,131,17331.88,123424.75,Desktop,Prospecting,3.57,6.54,7.12
REC1018197,CMP1085,CUS106143,2024-12-21,14347,736,100,6162.71,147219.35,Mobile,Prospecting,5.13,13.59,23.89
REC1025754,CMP1118,CUS104685,2025-11-10,32208,3188,513,56612.55,143936.6,Mobile,Prospecting,9.9,16.09,2.54
REC1027414,CMP1077,CUS106118,2025-06-20,94463,10605,1689,178286.07,1065711.18,Desktop,Lookalike,11.23,15.93,5.98
REC1008986,CMP1041,CUS104981,2024-08-16,16142,1552,216,14076.71,256415.45,Mobile,Prospecting,9.61,13.92,18.22
REC1028798,CMP1021,CUS104982,2025-04-22,40632,2154,437,21192.46,135204.51,Tablet,Retargeting,5.3,20.29,6.38
REC1004921,CMP1102,CUS103079,2025-02-26,95631,6647,104,46800.72,125486.94,Mobile,Prospecting,6.95,1.56,3.25
REC1009331,CMP1019,CUS103340,2024-05-14,18323,907,177,15771.86,225049.54,Mobile,Prospecting,4.95,19.51,14.27
REC1001923,CMP1078,CUS105413,2024-05-16,36765,3147,554,50766.66,427495.55,Mobile,Prospecting,8.56,17.6,8.42
REC1007091,CMP1046,CUS104669,2025-09-19,45457,1224,26,8898.63,28101.3,Mobile,Prospecting,2.69,2.12,3.16
REC1006231,CMP1006,CUS106088,2024-06-18,25778,1916,338,24037.29,319783.35,Desktop,Prospecting,7.43,17.64,13.3
REC1010752,CMP1105,CUS102754,2025-05-06,24833,2010,222,16399.16,43867.21,Mobile,Prospecting,8.09,11.04,2.67
REC1014835,CMP1097,CUS101647,2025-06-23,97556,10307,298,42724.77,88091.13,Desktop,Prospecting,10.57,2.89,2.06
REC1010809,CMP1079,CUS103773,2024-05-13,17080,1445,198,24944.73,130284.47,Mobile,Retargeting,8.46,13.7,5.22
REC1018247,CMP1087,CUS104782,2025-07-11,72056,836,160,15026.82,85717.49,Desktop,Prospecting,1.16,19.14,5.7
REC1021091,CMP1099,CUS103902,2024-07-08,22081,1900,67,14272.18,60849.77,Desktop,Lookalike,8.6,3.53,4.26
REC1031428,CMP1051,CUS103124,2024-06-08,52950,5203,603,68195.46,543657.69,Mobile,Retargeting,9.83,11.59,7.97
REC1004614,CMP1058,CUS102910,2024-03-06,76746,6123,775,89291.6,505757.45,Tablet,Retargeting,7.98,12.66,5.66
REC1012972,CMP1097,CUS100775,2024-04-10,47531,600,99,1697.62,82829.16,Desktop,Prospecting,1.26,16.5,48.79
REC1022454,CMP1066,CUS106115,2025-05-22,79364,1843,68,15285.51,33905.66,Desktop,Prospecting,2.32,3.69,2.22
REC1013722,CMP1041,CUS100185,2025-06-14,98127,9216,1803,25316.9,325499.85,Desktop,Prospecting,9.39,19.56,12.86
REC1018829,CMP1103,CUS103945,2025-04-28,55287,1605,198,10445.83,266130.31,Mobile,Prospecting,2.9,12.34,25.48
REC1012082,CMP1073,CUS105687,2024-04-05,44393,4459,456,77740.16,415068.95,Mobile,Prospecting,10.04,10.23,5.34
REC1006874,CMP1008,CUS100763,2025-03-18,45291,3211,567,32524.27,615798.36,Desktop,Retargeting,7.09,17.66,18.93
REC1019961,CMP1083,CUS106494,2024-04-05,4073,409,58,4990.39,5276.37,Desktop,Prospecting,10.04,14.18,1.06
REC1012782,CMP1014,CUS101472,2024-09-07,84959,9922,990,171418.55,752320.85,Tablet,Prospecting,11.68,9.98,4.39
REC1030674,CMP1102,CUS101687,2024-01-07,73248,1840,287,24108.96,105174.81,Tablet,Lookalike,2.51,15.6,4.36
REC1032942,CMP1091,CUS107561,2024-04-19,24895,2475,436,21266.35,548207.96,Desktop,Prospecting,9.94,17.62,25.78
